client_id	path	sentence	up_votes	down_votes	age	gender	accent
099fe79e5dc6c26735e93adfcaa64962bade9caa8390365be49091b79fd9389120d6682ba8463eef2981b762bc7ef182f8c4760f52f1f687fd9c101a4429beb8	60d7b7f58a049bc7ec33f9c0cad1e0d34817d42172a3336e07858b0855cc77db53133f1fbe6daf3ec0939c9112866c4b2b69169b2cc8a257ae8bf6d86cafea52.mp3	He moved about, invisible but everyone could hear him.	3	6	twenties	male	indian
099fe79e5dc6c26735e93adfcaa64962bade9caa8390365be49091b79fd9389120d6682ba8463eef2981b762bc7ef182f8c4760f52f1f687fd9c101a4429beb8	968dcb1b2da69517d1cdf6de41788685dada0b19471eae3369514011789c2e18917e649b44b34cb244ad789428a245ae385eaa5f617921ead05bebefa8ecf304.mp3	A thin circle of bright metal showed between the top and the body of the cylinder.	0	3	twenties	male	indian
099fe79e5dc6c26735e93adfcaa64962bade9caa8390365be49091b79fd9389120d6682ba8463eef2981b762bc7ef182f8c4760f52f1f687fd9c101a4429beb8	acbf734e977baffbaea3f04d79a2e0093df44cf99db15f9b10a3c4ce5c13196ab36bf55777cc693e179160c7be720ce912084ddf35899dfd2935968f028cd148.mp3	If you pay attention to the present, you can improve upon it.	1	24	twenties	male	indian
099fe79e5dc6c26735e93adfcaa64962bade9caa8390365be49091b79fd9389120d6682ba8463eef2981b762bc7ef182f8c4760f52f1f687fd9c101a4429beb8	82906fa8524e00d0627937c21f05eff1897e24f873b54c156e10d6a12259f31c1963b58d2f631b54b55cf66018b20498ecccf875e2b2da3f6c2df4ac4e4dfe9d.mp3	"A part of me is also trying to come to terms with the fact that I won't be able to travel as much anymore."	0	4	twenties	male	indian
58fa6439d931b6ed9db5d6f5e6d6f2d78226839e51d1a41788a4953e105a8ca6ae4a99b2b6b35aff581d1da9563ecfe648d3f8dc9739ad9d0344934bba9877a8	a403aba64963df2c25a68ab9e740f129dbcbf782379318d2e752355a5af4c26dab0e4ee6c4b5e0b63a5dfb6ade21b732673e3e3ea12b55c8721262d16b2e448e.mp3	"I didn't have it."	2	6	twenties	female	indian
e0d7f9f0a791b883d353743d762b24a99e84210ba5e29850646802ae4d95019de2c444f17ac757646a019f37fe9f1e6311a148578ca29a589ba77c69d3eeb76b	45d19b7047f3b81d6ba5087e9aa682dc091258e433fd259b4508ff726a28acfa50e567b3006e50af5825d78c1dcd8e0a9b15ebd9944018e870c62df4674fcd5b.mp3	And now it was only four days before he would be back in that same village.	2	8	twenties	male	indian
e0d7f9f0a791b883d353743d762b24a99e84210ba5e29850646802ae4d95019de2c444f17ac757646a019f37fe9f1e6311a148578ca29a589ba77c69d3eeb76b	231acad9cef46916a8d4dadb08373b6f1adaef95be9df2182c2d3ffb19bfd935a58bfd4a4723a9c7fd6c3e52c7c6e6ff73d4d8c1e8f1e945d01c768b7915c959.mp3	"The sea has lived on in this shell, because that's its destiny."	0	7	twenties	male	indian
e0d7f9f0a791b883d353743d762b24a99e84210ba5e29850646802ae4d95019de2c444f17ac757646a019f37fe9f1e6311a148578ca29a589ba77c69d3eeb76b	593976ed2d2d4d34eda0533ca5f27064281b3cf3d7af498a022cb514473d0d998915445c18d72b1e66cbffd252cc591432013458b9c0ba077b6da3cb9af624cd.mp3	"She would never know the difference, because she didn't know how to read."	3	8	twenties	male	indian
e0d7f9f0a791b883d353743d762b24a99e84210ba5e29850646802ae4d95019de2c444f17ac757646a019f37fe9f1e6311a148578ca29a589ba77c69d3eeb76b	a16e12974dd1a3cf32a33b274fd1a24a28b8ae16c41bf86e199688edec857a8bff6d07482d8a866cab5d767d867f256a2dddd3036e8187191e536d5f9fe03c8e.mp3	Yet each felt his heart beat a bit faster.	5	7	twenties	male	indian
e0d7f9f0a791b883d353743d762b24a99e84210ba5e29850646802ae4d95019de2c444f17ac757646a019f37fe9f1e6311a148578ca29a589ba77c69d3eeb76b	aa7eba1ef298da7bc2328f6a94d6a4577e6da298ad28a271d9f4563ff3cb486406e4ecbddfbdc575a1f03cd2e789279dfb8fd1da76670507828eb0f977fbd3cb.mp3	"He wasn't an alchemist!"	3	4	twenties	male	indian
e0d7f9f0a791b883d353743d762b24a99e84210ba5e29850646802ae4d95019de2c444f17ac757646a019f37fe9f1e6311a148578ca29a589ba77c69d3eeb76b	7885b9a1f5d2a25191707d07677be2754458b2025fd2054d35a480e435121f84d4612992f55ab2acb5585c37d2da72a99ec11377ab4fd1b955b31796e369113e.mp3	There was a small building there, with a window at which people bought tickets to Africa.	3	5	twenties	male	indian
e0d7f9f0a791b883d353743d762b24a99e84210ba5e29850646802ae4d95019de2c444f17ac757646a019f37fe9f1e6311a148578ca29a589ba77c69d3eeb76b	e61fe739ad9cbdac46f6abd8729d73af9e1b91bdf6c36f2c63d225f5169aaa6428acfabcec5b2526d69fe35a69734b92b0c5749ea833978178a7ae3795021fc1.mp3	Everything on earth is being continuously transformed, because the earth is alive.	2	5	twenties	male	indian
cf64b84a257ab294f2167124cd6f3ee01c86b06135bc345b441864143e80cc0b4f4afde21b5665bc71b93399dd2e7a097bd25c7a8b31c9be866442f381caf630	074664fc5b9d704920c5690bdca5ce84c597d8464f0148a16512bada2b1d09cf11e16b46e30a2d0300e5e7d47f51c6a6cc457f814bc02977cdc86f8c9113a90f.mp3	A person is riding a dirt bike in a race on a dirt track	2	3		male	indian
a31302d088a2978aab8690afc8e16e0407a3e1b9c6e8c64069c5efac4d2315184e3a04b1cdd24cf758f2f6b2010f8de3daad395cff1f529c10a4d411396fab02	d06797765d3404542ae027f7df2b92733cc8b7d30cc6f88be37d0ce7bb74379db825f2a4d798b4453a9d3bb2e211174fb9fdb1945d1574b77a43f453da2ebb68.mp3	undefined	0	3	twenties		indian
a31302d088a2978aab8690afc8e16e0407a3e1b9c6e8c64069c5efac4d2315184e3a04b1cdd24cf758f2f6b2010f8de3daad395cff1f529c10a4d411396fab02	d412b1275532a395910930fa18c99f1b8fe4c59a1cf1b9ded26bebf7a3f8dfba8014dab465c8f4e03776623056ab792d0e159ffe7dab3a7ef60eecca35c8523b.mp3	"Maybe we're all that way, the boy mused."	0	3	twenties		indian
a31302d088a2978aab8690afc8e16e0407a3e1b9c6e8c64069c5efac4d2315184e3a04b1cdd24cf758f2f6b2010f8de3daad395cff1f529c10a4d411396fab02	e9599b060911946d4038944ea75624a630fd8a6123e1f19e2ec21a25312d5678c2a6dbdef8a34a768b0ea21db872cae322a62b7a1d9c2ca9bb16902f299561a6.mp3	He was thinking about omens, and someone had appeared.	0	3	twenties		indian
a31302d088a2978aab8690afc8e16e0407a3e1b9c6e8c64069c5efac4d2315184e3a04b1cdd24cf758f2f6b2010f8de3daad395cff1f529c10a4d411396fab02	756311f5e57f0e276f80d60598bf5d7efea3609710003581f841df69fe8e701c4f49a808453df76f9ebe5d04fa9534340d6d10cd54bcae30cbb94eb47f2d2c14.mp3	He had used the two stones only once, one morning when he was at a marketplace.	3	4	twenties		indian
a31302d088a2978aab8690afc8e16e0407a3e1b9c6e8c64069c5efac4d2315184e3a04b1cdd24cf758f2f6b2010f8de3daad395cff1f529c10a4d411396fab02	860541161e098558ec7caf103d9b528e1fa3828101e23ac45f51fe91ac5fd027888f3549ba300e7f533a13e738acfcef7e6b90109e67391ed57dd873eeacd27a.mp3	have trusted more in your love for Fatima.	3	7	twenties		indian
a31302d088a2978aab8690afc8e16e0407a3e1b9c6e8c64069c5efac4d2315184e3a04b1cdd24cf758f2f6b2010f8de3daad395cff1f529c10a4d411396fab02	c657cfcfecfe99b50f17080704ebe5decd26c8095839651f4891516ecca2bb6d0f281a86aaac83b6c5eaf45a6c77a48176716c7d5d5b2a0d9280b0fda655e2aa.mp3	"I've already told you."	2	3	twenties		indian
a31302d088a2978aab8690afc8e16e0407a3e1b9c6e8c64069c5efac4d2315184e3a04b1cdd24cf758f2f6b2010f8de3daad395cff1f529c10a4d411396fab02	17bd224c8fb48e04ecf01e69b605a185586c04dd3b86f5a239e0a4eccb0fefb84c2f90f8b9c90ee2371ef79bdeed4286b12a8236a7161045682675eee774e793.mp3	As he sat there thinking, he sensed movement above him.	2	3	twenties		indian
a31302d088a2978aab8690afc8e16e0407a3e1b9c6e8c64069c5efac4d2315184e3a04b1cdd24cf758f2f6b2010f8de3daad395cff1f529c10a4d411396fab02	86df2d8ceb22409164c541b4e8a8421bc965ea970844e9c269987a739bfd2f1aff519ef7fb94435ba1d1318e6e46ef5e1353a4e5e95dc669e569da185fb7bb84.mp3	The burning fire had been extinguished.	0	3	twenties		indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	4c0de7bd0ea7964fef3f997fab66ac2cde74bde8c5aaee0882b582da4931229b2f1932ac92ed1c4a8be02503168b877a7831235a596889af938630ed5f268660.mp3	Used to hunt rabbits there myself.	2	6	twenties	male	indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	fc8867dfe14dbe3059a000e75de37e5b4eba767bab9c6b807ebc93e1c56b50fa851d74f0eba512945c82b5129909a31de10ffadbe4ef74915a7fe8a382c1895f.mp3	The Adventures of Tom Sawyer.	1	3	twenties	male	indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	5976bb09a6aac51ca30ca6fcc3dd42ba2f7e70495cc41dd3b33dd9103b7f0b5ca017a13e90d7f928a76365ba065be8f5581388ba8cafdde10b8df68871779496.mp3	It almost retained its shape.	1	3	twenties	male	indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	41b0159072d53b4ace4da0a2c1ce013deec6bb7e9f3b00d01fffed4cc33645183a7072051f86039c4b3f18d342b5a0146328eff0d17b5c8b0260e3a66a0d5cb1.mp3	Canada is quite cold at times.	2	3	twenties	male	indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	091d1614e48b0fdd42fe61d5350f146ad22ccb4f903107cd3e5a02bac8c47af42e7f34ace260c9c954e451bd7d64d021cb7ea46102ece8efe7779d378436e61d.mp3	Triangles have 3 lines.	0	2	twenties	male	indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	7c066fe2d3072dcd5d55e899843ed4d36fb9b043ee94bd47e428b6038d5955436f7f1685231e9dbbc96edcf15cf35f4da92561a7929fef409ebc8e7d8a8ae033.mp3	He took the fourth part and handed it to the monk.	2	3	twenties	male	indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	4350484c718377c1498945edb57312084892673c2885f594b216bed827d55eb78498ad668f5a2859cd8f1c4411deb0d6153f8d77e97ff670d78af058eb5544f5.mp3	The letter said that the payment was delayed.	0	2	twenties	male	indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	5e5fdcaf485094bac3494feffbc9fe855bb2df782f4137aa2e07787da5080146d0712e845971b8356b594ae38c1e92b710509db180ca4aa36acaee5ae4652033.mp3	Although you might try measuring the latency and adjusting for it.	2	5	twenties	male	indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	efd18de6e06455dfa7207b63fcdf5fefb6bb2260f8c7282ba0d9c15b0df7515fef1475bab115991ca6a051a27be3b2b187144b664b88ab50cf88ecca1602fe94.mp3	Drinking too much coke can cause diabetes.	0	3	twenties	male	indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	aa759117176d95c314606051b8a4af7644e79b84ab8d82ec0be05edbb5392f354bb5ffbd3e838be06fa8ecfadb43fb38288b95706136528648d2460c8ba349b2.mp3	Proteins have many functions in the human body.	0	3	twenties	male	indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	b49cb3d1d5ef21c33106f145bd6235d4b31dd23efd696306e4d1ef1e6a6dfd62d3ff4c1d1770d756e21c31497206f6716a6d21f2ca13ccf91484f5c3ec1a114c.mp3	She told them to kidnap me.	0	3	twenties	male	indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	e80e72004788a1fda72c4776e74a5420c8bc1daf740c44125fbd1ceec2165c161a13af98dd0f6cd8c647cc26711ab82cf9921a352095962e48be28c75cf7e7c7.mp3	Do you tell lies?	2	7	twenties	male	indian
e04ead9d6f10782f9b074d7f13e8bc3461bb9df093c45b7a2ce018cea2dd7df75abce5e7d910037ea1e53af5429a35626ee093e3bbb8c58ba90453854fb225d6	67629a6ab019d634fb5d295dd0df08a3563805daf0d333ff5151b72a23e8a234a5f60f42c29358587b2fe41ff19d42b1da94f1eb825b75a23fb558c4a62f551b.mp3	The streaming portal uses the MPEG-4 video codec.	0	2	twenties	male	indian
