client_id	path	sentence	up_votes	down_votes	age	gender	accent
f996d74d71b6eab4882824a8f10dc1a98fd2466150df7bd67634c082874859c8ab1098e59a871f2ce9f8d377977e58a4d42ef96bbfe98945c43af5f53e38d238	4dfd78aa79f07000621b0052b1c1345e4315239c56b7ad38ccb9e7c743b43662e91d11f20f2ffa936c2d8730bfebc5648c88cbbd4383ebb3e40d936454bd665a.mp3	He voyaged on a ship called Beagle.	1	0	thirties	male	indian
f996d74d71b6eab4882824a8f10dc1a98fd2466150df7bd67634c082874859c8ab1098e59a871f2ce9f8d377977e58a4d42ef96bbfe98945c43af5f53e38d238	2a2211eb60481f372a19f1efd7ef6c51b0e64b31bf2587b3d4f60d4dc2dba8e8762adfcad1d49c75c36b47da64c3707863c7a31e63b8d9484c16737a3614800e.mp3	Good-day to you, sir.	1	0	thirties	male	indian
f996d74d71b6eab4882824a8f10dc1a98fd2466150df7bd67634c082874859c8ab1098e59a871f2ce9f8d377977e58a4d42ef96bbfe98945c43af5f53e38d238	ddda868865a4e5a135a6a1797ba005e3ba98f8d9a5fcdc73cfdacf1ea18baacb7f046a06e2c21a28631b4a36bee414f224c31e57e2445f655ad26ccb212354a2.mp3	Four hours of steady work faced us.	1	0	thirties	male	indian
f996d74d71b6eab4882824a8f10dc1a98fd2466150df7bd67634c082874859c8ab1098e59a871f2ce9f8d377977e58a4d42ef96bbfe98945c43af5f53e38d238	c479db4cb89fe55dac8bdc437eca540b7e18996cb252985910e020ad93ed811c4e98856cbf70b516c2b9f6f2680e33d04f0d2ad628f01fe5a89c008bdaf06d10.mp3	When I have read a million of these sentences, I am going to apply as a professional narrator.	0	0	thirties	male	indian
f996d74d71b6eab4882824a8f10dc1a98fd2466150df7bd67634c082874859c8ab1098e59a871f2ce9f8d377977e58a4d42ef96bbfe98945c43af5f53e38d238	eb1d5bd4994ecc38ffa089933b1bfecd017c42c8ff723fe28eccdec97b230c74a00b9ad8f11864f6a940ef117b6b52ca50a4efab8f6372ff55bb239718ca9bc7.mp3	I think I am catching a cold.	1	0	thirties	male	indian
0d0d3411ad9edcb60565bddb5ab5c1ad2fd2d73b99fe460a49327c6999f5aaa8e06f913b3232c7f137e7067342a56a13f6bd0a4c405224ad88e9d17bee091c2a	97871bef44c4615a04c35e2113285d61389175bce8a21c25271a3fe5820d6c25db84bdea369d755dae8cabfa1a4462fa18ac1398a350086f869210abc832e728.mp3	They said nothing else.	1	0	thirties	male	indian
bc2ed1487f21baffb318fc510a300b3052d35f67159eaded0a4c84f0e7dcf94508b86615e386594891d4cc0769488a7775e91eabbf18fae2b5bf75108a9e3111	33736e153910db1c2854922b3fab9007c8d08be2812c9a69debd6ca6f93cdc5cd6ceb5dfa30e0f63f160fa05370f021377467f1dc36413019996d228d11c5624.mp3	They looked for the fallen mass, but found nothing.	0	0	thirties	male	indian
4f820e5d98bba12aef8ebc3abaf40a0bed79e19d23fa92ddbd47ecbc5c0a8e19ff2e55b9d22ccdc7e77fae5c462101ae21b986f3cf7ccb465e1e75ea42ff71f5	ac7f4b4c33df5f2b458af080873c60112f0eb3bfc10babc5ce78fa7303471b3efb3dbda358affcb7a83cfe50f084c856f8d2e3b5679eb8092837316e2c0fa541.mp3	Go to this address.	0	0	twenties	male	indian
4f820e5d98bba12aef8ebc3abaf40a0bed79e19d23fa92ddbd47ecbc5c0a8e19ff2e55b9d22ccdc7e77fae5c462101ae21b986f3cf7ccb465e1e75ea42ff71f5	9dc3e831f86ff48508286b497b68e35c121d1ca9fc29b2168c77316787838093a11edb1c6691ddefb9b3a84c5c20d88a87c58db4615bf9556866ac112be2f78c.mp3	Have you seen him yet?	0	0	twenties	male	indian
4f820e5d98bba12aef8ebc3abaf40a0bed79e19d23fa92ddbd47ecbc5c0a8e19ff2e55b9d22ccdc7e77fae5c462101ae21b986f3cf7ccb465e1e75ea42ff71f5	8ef1720a2ee5c2567faafccb6f7e66c8d22d9ccf533ff1b08539af5513f344e2ba411aee6b1f8c7f4eba1651015bec9b9d491a13ac80a8a8afbf2980fd365750.mp3	You forget the power that always watches over the Morning Post.	0	0	twenties	male	indian
4f820e5d98bba12aef8ebc3abaf40a0bed79e19d23fa92ddbd47ecbc5c0a8e19ff2e55b9d22ccdc7e77fae5c462101ae21b986f3cf7ccb465e1e75ea42ff71f5	08db0445e9a38678ce81ce7881ba2cd4ad43203068391107f275cd203aa37b203946326487973873a8744a1bd41a6544cf4ce323727f33617b57e0bd9a28d5e7.mp3	"We're coming to a new order of things."	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	f41e53b7210473e1bdf094aace005cd759b41d06934be9d3d532c6490fccb3d0d126810d2ba38a0cb968f5003b83bb8f6b9affc43f9583406f499a515419dc9a.mp3	Lions hunt their prey with sprints, whereas wolves take advantage of their stamina.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	92de6c997e3e04c2472ed15542d244a83e8f35c56801d04af77d78b44b487a02732d7aa0dbdd0a741a61948fa4b42c11be8bf5c94359384b9d048fe95d4912d7.mp3	The little girl wanted to have a balloon, but was too shy to ask.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	cb8570dbb57e677feb72275da808566d915bc847ebfe427d02659d2600cb86b3f177d051249001c9e3ff14e049a14228a384ee935b5dde296fb2ede3138263d6.mp3	The lift was operated by a pneumatic system.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	7ec2a232c9f52638213270ff7550d5762caf510fc00284435f38fa2c447e03aa0ef3028a5ed27567ff50cf34353f8962c63ef785e0de81cb0f12c3e4f0830486.mp3	To read more about my story, check out my first post, Adventures in Hands-Free Coding.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	6b70edfa06a678d9576fcf2465d4507d66a39bac945263946e74ec4902c5d53cec4eaeee416ae450fda7fa1d51693dd8d075e9162d9f41c2ca5caeafff34e9f5.mp3	"You're not asking a favor of him."	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	76b5d7dd668e43bb877bf5c9cad79bedc075e92c6780b873809fcc64f1feeff44c8192e7286bf7248e06644f1d781fcf85820c81a4a4a1f7308bc846a22b6402.mp3	Most of our imports come from the harbor of Rotterdam.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	3520362c35e0aa5e51f290069d6c9dc0790f63f022e0ff3bc856c06a713e32563f4b11e7555436d7b229f167ddf9f55e67d2a82529ae0b36df886bebea551fef.mp3	The shirt off my back.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	2fe40df66d0c58195621031c42774fbc1224fbd8fe5680544e6c6aabd32dd51b478b8d252b4d18c9eb90cd7c5dc54c926aac2b8a01c314727b700af6ebcc806d.mp3	Considering the growth of human population, insects might be the food of the future.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	eaf699349c73e87e5e84c4b72de3314bed43ec935ac04372d32bf03d351c2cadaf7c53375104f41ea31f7d6050a28b217378bbd8d158b8a157a6bbc2d46d100e.mp3	The S.W.A.T. entry team used an optical wand to observe the proceedings behind the door.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	de5643958a25d4015dededf8927e8d41815d97c307b7035acae8c3f43fd2b0280fd04366da5ba24129af7442b13e18b1845d5718884680e98156db2ee9742a86.mp3	Doing a handstand needs a lot of practice to learn.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	3f661992a56e043537bb09bc4f9d8e66084cb31bda37773771515bd6cd085d6526cf80a8f7255321ff58b2017060fcedb31f0c6ee395c0b7e9035defb493a30d.mp3	"All the lawyers in the world aren't going to help you!"	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	4c96cc386fa8970399438f5a6c22eb7ff06d420c83d5f2d1cae3042ea1dc69279add4d0d0dc6432ad929455fb9b3a27bb5f185e7d713866e68718524634d52d5.mp3	"Who's this gal she's gonna marry?"	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	b453042a137a2c8d4bbadd2c089742c2521ea1e330caffcfbc962b60542a12e06ae463725d04e28c24071b8cfb1c0f1e077ce3f8edc5f86e607b461b6b44ae93.mp3	This banana tastes like cherries.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	82cc12dc71e33656a1b4cc42d1caafaf3258c1b520598b49fe2cf94208163ee9939c3c34ff5b0e32f615dc89d25a386593358fbdf9cd9cd33b3fe1af47fc9a8a.mp3	And of course I use page up and down to scroll through the file, although I prefer to use foot pedals for this.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	b5d41b3dbc117c9d658d04afd6825476b4e4c0347f61be75fda3515068fa70698da3a8ba5756bfdf9b27574ac5030605073c115946f24b5225c1b6e30372b4ad.mp3	You can avoid this in your own code by preferring easily recognized identifiers.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	e086420ac3e4905a3eef72adf1176e2f3c8a6dc196dd9c2596a5cdc75496b6e54c245ac34075ddfe1628d5d05b8ba711679123fccc513471b68f2af060217594.mp3	"That's why I was sent down here."	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	a1145cc5d7d507117ac1ea4e3a41e19b6acfd7a9d8377845e3c5d0a2ff450df97f5b27eb557d798052dfb27d755b8bfb35260d5c626002b6a697b477981619fd.mp3	For occupying the wrong parking lot he had to pay a fine.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	9ac35a86859a8da78c86eb38565582e87bb97c1348fac2aa63a84a9095b993b7037e255b34e176cdb199c103ff08790527bd6b5e203e2825e59878410bcbdafe.mp3	All I say is spit them out!	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	43a6359526d3c627ce602f1f9dd937ed83f3aff7181289d3fe838daa369d36bf526b4b93911f17009ac6cfdbd043689d229469c2ed852fee02a84af688543829.mp3	In this paragraph I want to underline the severity of the refinery event.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	eff87826da50bb76056b3780af4ffc8ba51ff254690cdbc7fadf67a56bf0eddd9ee505b8d7154f1c21f56d78239ddb72dd073f4615ee37f8246fa648bccdfecb.mp3	He gave me his word of honor.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	e54cc71ef65d9f5575751296a1d978209582ec88bd9fef7c98b7960a3440e86f50fb709539d9e3e888c78ebcfd0a1290637f1e6709785b036dbbe0ef369370d3.mp3	I use short made-up words to dictate common symbols.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	c41b96b68718c181ccaff40331292801074956e48d15dce42d1e4915263a588f86eeef4b54a79b99f24e763b2931ee8121064b92f9d36119b5f4c3a2e3ad812d.mp3	He got jailed for no reason.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	eb1708c132db3eccf02b53001166f85eefd6c1fa172bb6da6381e8597396304c6fd08c1283004d07331d7f479c3c005c1ea59a0d19784b0ce27880cd0be6795d.mp3	I still say that this John Doe person is a myth.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	81294cba88d429b2b0b2fa37a7a727a6a0d36fd80f10419a4333bc6429241f44f58809866aacb22bb57e67b50d9a08d472333bc242f8a3180100d503681d65ee.mp3	I find the need for biometric identification from palm images taken by infrared handheld camera questionable.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	493e782e92e8fd30886faee32bbb87237a24df9bd70f16ac87308a01b9bf87535e81a955673822922a5b427798aea57f68107f844ac24b8e8172ac0a93f99f47.mp3	"I'll take that bet."	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	f230a26b9baed7c0ce430e72d45ad82dcd797d005042d375e8f5b8304f23d493ce8fd4f598813ab76438f53de9a9b8e76fa5c7613f803f6e78a56f18726aec87.mp3	Somebody threw him off a train.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	72042f8f6d300ca338f787cd96d0b31adb7e9440599b6c46c368b33585e22b299e6e5cff7f106d381f240a3bf168b4837d936fcb4d6ad071a70831cced9bc63c.mp3	You will spend that hour getting acquainted with Marshall Bailey.	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	56ff7d2c198fc124a729341f26a2e198bb745632b55208320674484d874ccc5cbed90fa2fe463f40c7832afae1fc5673619475177d6f51cede0dc1dfd0528dbc.mp3	Better abort it before you get tangled up!	0	0	twenties	male	indian
fa7e7415c3f9efe6eb51d00c53eeaf7b6b0e5adb098fe20e12c7dae93077445e34e7d9a6aa12f6f1be7b84071ed55ee77eeb11c724e0a3563d432827e0ca9dd6	dabab31e06c99f7df678f6bbdd66655baef358dbb0da04ac73696ab1e5d73d9c7d1efbbdc7141210963d8161872b02ea79a189a207c234c6daa1d0cfe7c208f6.mp3	"Let's start with jumping to a particular line."	0	0	twenties	male	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	7cd64fdba770aa85ceba3c4677c2d8f374e7cf1f28c6af430ee07a02f3ff2239c2cf7eeb49564e4c92db36bfeb6c609da7ef985c139ddfdfebf272e85bd7831b.mp3	How long would the interview take?	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	d55378f03dbbc103ac2455cf1e3ad15503f151c17ed1b3d579648211e7d6515f395c16ffec0adf7cab15c09e9362d37fe3446bf887a8bcd979a682457548153b.mp3	Mark untaped the package carefully.	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	497c29862faad41365e94b76bb10d3da18317b200fa8fe28aa07636ed31115b4987d235a020efae88a319ca15b11d2a374c5b717c067ac345e4300ad2ffc9c8c.mp3	Then what am I doing here?	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	e0446728da6ea91e75d898a8d75aa214963f6083c900eca51fbc75142684c09657ada637a77136fcce89ad6748d0248def27fef9ed07cd410cab9992167bd9b5.mp3	"I'm afraid it'll be Steve Tina."	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	4875eb8f868e6610a1699992209aedf8193dab609250c5d6da834f9079a583348ebe7812de1ba8afbf9a26de7948f3a6711aa5c50a586941e012f1f6f2ba52f2.mp3	The townsfolk were all chumps.	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	11e0a584bd8bf2382a3c0355eb885b4275e719d5ed02639df6a3b3e8fb16b8bab12f058c1b3ca2a50b67a13c64a2ab6b453e627cda960b336f662c6362a65075.mp3	Sunburns can be avoided by applying sunscreen or by staying in the shadows.	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	908b3ffebc23f641c98bf4b1f1ef76b225b5a949120de41eaf5ba7ecc8c8b3d48b9d5c3499c217d9c9030167bd64a45222c0edeb93f0dfe60bec12f4fb4f2d0e.mp3	Nice to meet you.	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	89ab8a30ce706d506c83f5f57a5f140e3e03879f229b4f00ff290fda240cb2baeb9ffe1d5e46fc23cdcb3e27f520639b2edc7f973d6c62a3d5b52d884ba23c39.mp3	"I told you I can't use your column any more."	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	d6730ff8e49a033036f3d2283578ca5c21823a04d91c8889e268627d63d9fc204f5832c9cb8a99f997756b02047e11e3cc1ce9ab67cfd6bacf2ead7f72668cbc.mp3	Thank you very much for everything.	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	74356ed0e3e0b8e9555cb0be5b3d075ca4afaa1a01f5d371777d45d1883e36c3303c78449792411422e6cc8e11c3854fdb41366a93816656492edda2a222162e.mp3	How much is your equity in it?	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	eb6843f5367aca5e785f1865b1933b9f61fe808e6a589852b5578e872a526bed3cba681a119dc4d58bf646b00f467bd2ee2f5437c4b1e3358e1fe9882593a8b2.mp3	So you got married?	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	526116d2eab274adc986e7f6dd02dc014b6e641d02addf25afbe9e4f35c0da63b801f8faa08cceb35c075150cd3fabef53cfd398e19a5fd1522a499dac3f9dd0.mp3	I should say not.	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	02ba552302fa3616d64105adc8cd153c6c7c16e7100a470e631856b97217a66fc9c090c6bc161f42d623fc0d3b587dd7c5f7ba4e820b37976a60daa59d47d254.mp3	Must she keep playing that?	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	c4a919fea35ce576eaf088bc6f5c97b75935ff3dbda80ef48587c631ee36184212fef9d545088afb0238b81748c3a8dca925b0ffa9bfe9f8cb2bec1848579f41.mp3	"Kelly was interested in clearing up her brother's death."	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	6f6440bc9d88a10c6e46eb4bf310c36b87c3315e57c22ec5dfbd3ee3498f74295fdaf6d21e5e01c3a91269375239ba3d43f08eddbeb2643e590a28f9908d6934.mp3	"It'd be too late."	0	0	twenties	female	indian
d26b1b192b3d5ac56e7edc0fbd4ea88809585f0f7f5db031f9d091fe1139951da2cbe7c07fe60c241d725d3ae1fb2780720ebfff99dc95b04ce54747dfc2e25c	8993ed6166b946fc3b5236d2fa56e68c33ff7e26b66213b570dcc81571576ff24fa8229771833f95aaa33655b7550fd8d6d8a0a5b076a8ce0d3437f5698080b9.mp3	Where did everything go?	0	0	twenties	female	indian
